date,Russell 2000 Index (RUT) - Index Value,CBOE Volatility S&P 500 Index (^VIX) - Index Value,S&P 500 (^SPX) - Index Value,NASDAQ Composite Index (^COMP) - Index Value,Dow Jones Industrial Average (^DJI) - Index Value,News Sentiment,S&P U.S. Treasury Bill 0-3 Month Index,S&P U.S. Treasury Bond 10+ Year Index,S&P U.S. TIPS 5+ Year Index (USD),S&P U.S. Treasury Bond 1-3 Year Index,S&P Canada Treasury Bill Index,S&P U.S. Treasury Bond Current 30-Year Index,S&P U.S. Treasury Bond Current 5-Year Index,S&P Short Term Taxable Municipal Bond Index,S&P Taxable Municipal Bond Index,S&P U.S. Treasury Bond Current 2-Year Index,S&P U.S. Treasury Bond 7-10 Year Index,S&P U.S. TIPS 0-1 Year Index (USD),S&P U.S. Treasury Bond 20+ Year Index,S&P U.S. Government & Corporate AAA-AA 1+ Year Bond Index,S&P Municipal Yield Index,S&P U.S. Treasury Bond Current 7-Year Index,S&P U.S. Treasury Bond Current 10-Year Index,S&P U.S. Treasury Bill 9-12 Month Index,S&P U.S. Treasury Bond Current 3-Year Index,S&P U.S. TIPS 30 Year Index (USD),S&P U.S. Ultra Short Treasury Bill & Bond Index (USD),S&P U.S. TIPS 15+ Year Index (USD),S&P U.S. Treasury Bond 5-7 Year Index,S&P U.S. TIPS 10+ Year Index (USD),S&P U.S. Treasury Bill 3-6 Month Index,S&P U.S. Treasury Bond 7-10 Year Index (TTM JPY),S&P U.S. TIPS 7-10 Year Index (USD),S&P U.S. Treasury Bond 3-5 Year Index,S&P U.S. TIPS 3-5 Year Index (USD),S&P U.S. TIPS 1-3 Year Index (USD),S&P U.S. TIPS 5-7 Year Index (USD),S&P U.S. Treasury Bill 6-9 Month Index
2020-03-06,1449.221,41.94,2972.371907121661,8575.62,25864.77887091871,-0.20256276428699493,228.07,1172.11,294.57,339.09,120.34,1060.68,482.07,117.28,205.04,329.88,705.15,124.76,1223.26,114.81,234.76,161.93,609.95,220.71,154.06,428.97,107.06,399.18,606.4,384.27,251.59,194.6,265.24,491.8,198.9,146.32,235.45,244.83
2020-03-09,1313.44,54.46,2746.5595752904615,7950.68,23851.02036073734,-0.22177276015281677,228.12,1203.26,290.52,339.69,120.42,1115.29,484.24,117.24,205.64,330.57,712.21,124.51,1256.47,115.7,233.27,163.15,620.34,220.8,154.57,424.54,107.11,394.02,609.19,379.32,251.64,188.69,261.52,493.27,196.38,145.15,232.09,244.86
2020-03-10,1350.897,47.3,2882.2254994584414,8344.25,25018.162021848457,-0.25609344244003296,228.1,1144.57,282.61,338.61,120.39,1049.82,480.58,117.23,201.34,329.82,700.08,124.37,1193.28,113.88,231.75,161.29,607.82,220.71,153.81,396.56,107.07,372.65,603.38,359.26,251.61,192.95,257.05,490.19,194.95,144.49,229.23,244.8
2020-03-11,1264.296,53.9,2741.3835884969585,7952.05,23553.215779765822,-0.26362887024879456,228.13,1132.41,277.11,338.57,120.41,1034.05,480.37,117.18,198.29,329.93,696.33,124.48,1178.52,113.45,228.22,160.82,604.38,220.76,153.62,382.83,107.07,358.98,601.88,346.43,251.64,192.6,253.69,489.68,194.12,144.32,226.76,244.84
2020-03-12,1122.93,75.47,2480.6410621926866,7201.8,21200.620629517558,-0.2899019122123718,228.17,1113.88,274.37,338.69,120.4,1017.57,480.98,117.1,194.89,330.09,696.04,124.34,1159.26,112.99,219.98,160.73,603.16,220.78,153.75,374.34,107.1,350.58,601.88,338.55,251.68,191.06,252.31,490.14,193.86,144.01,226.2,244.9
2020-03-13,1210.135,57.83,2711.0216933696265,7874.87,23185.62278753953,-0.3132266402244568,228.2,1090.27,270.58,338.47,120.45,983.18,478.79,117.1,193.1,330.0,689.32,124.26,1133.4,112.16,220.71,159.58,597.04,220.82,153.52,359.3,107.09,342.26,597.82,330.68,251.72,192.02,249.7,488.3,192.46,143.34,224.19,244.92
2020-03-16,1037.416,82.69,2386.1339329628086,6904.59,20188.51911236019,-0.34647390246391296,228.22,1146.56,273.29,339.47,120.45,1042.55,484.71,117.07,193.92,330.9,704.62,124.01,1194.8,114.08,219.49,162.45,611.88,221.0,154.38,364.22,107.12,351.05,606.99,338.93,251.77,193.32,251.08,492.82,191.94,142.73,224.42,245.08
2020-03-17,1106.506,75.91,2529.194198768505,7334.78,21237.37992874019,-0.3707069158554077,228.23,1079.18,260.4,338.65,120.42,967.0,479.73,117.08,188.88,330.09,687.41,123.85,1122.54,111.86,217.77,159.42,594.03,220.99,153.73,331.07,107.14,320.89,598.21,310.45,251.81,197.03,242.09,489.06,189.56,141.96,218.95,245.11
2020-03-18,991.164,76.45,2398.095220574962,6989.84,19898.920943207744,-0.378865510225296,228.25,1033.43,256.04,338.3,120.45,928.97,477.76,117.1,186.46,329.8,678.5,123.63,1073.09,110.45,213.29,157.93,585.34,221.18,153.38,319.5,107.18,311.22,593.23,301.27,251.96,193.65,239.01,487.21,188.59,141.38,216.82,245.27
2020-03-19,1058.749,72.0,2409.386592792211,7150.58,20087.193663949474,-0.3928842544555664,228.26,1032.85,256.05,338.83,120.43,936.86,479.46,116.97,182.7,330.21,679.5,123.75,1072.04,110.53,204.48,158.3,586.87,221.23,153.76,319.36,107.21,313.79,594.32,303.6,251.97,193.96,237.8,488.59,189.33,141.53,216.77,245.33
2020-03-20,1013.889,66.04,2304.916300402818,6879.52,19173.976018132686,-0.4120798707008362,228.26,1102.21,272.35,339.97,120.52,1008.73,484.62,116.83,181.72,331.09,695.09,123.71,1147.47,112.73,198.77,161.21,602.99,221.28,154.66,374.85,107.23,355.02,603.67,342.42,251.98,194.25,248.1,493.01,191.7,142.07,223.05,245.36
2020-03-23,1002.399,61.59,2237.3953981131535,6860.67,18591.93117324596,-0.46852630376815796,228.26,1147.6,280.59,340.42,120.53,1047.66,487.16,116.84,181.62,331.37,705.09,123.7,1196.99,114.13,199.49,162.92,610.53,221.26,155.05,406.15,107.24,379.12,609.61,364.97,251.97,202.06,252.11,495.32,193.14,142.57,225.73,245.34
2020-03-24,1096.535,61.67,2447.330367564161,7417.86,20704.912662694318,-0.4854592978954315,228.26,1140.71,284.01,339.96,120.57,1031.05,484.23,116.83,180.9,330.82,700.41,123.73,1189.36,113.72,201.37,161.62,605.84,221.15,154.66,414.17,107.25,385.58,605.95,371.04,251.98,204.62,254.9,493.37,193.77,142.72,227.69,245.33
2020-03-25,1110.344,63.95,2475.5583346509384,7384.3,21200.552807932276,-0.48178964853286743,228.27,1133.84,284.75,340.34,120.56,1024.37,484.32,116.85,181.1,331.04,700.87,123.76,1181.71,113.74,208.54,161.7,605.24,221.28,154.85,410.27,107.26,383.4,606.73,369.14,252.01,204.23,256.64,493.85,194.69,143.12,228.93,245.39
2020-03-26,1180.319,61.0,2630.067156173207,7797.54,22552.169181009354,-0.48659488558769226,228.27,1141.49,285.78,340.73,120.57,1027.22,485.14,117.05,188.06,331.51,702.91,123.8,1189.93,114.13,214.8,162.15,606.33,221.37,155.02,411.74,107.27,385.57,608.31,371.18,252.01,203.65,257.53,494.81,195.42,143.52,229.31,245.41
2020-03-27,1131.988,65.54,2541.4696507809654,7502.38,21636.781244463553,-0.5043336749076843,228.27,1169.67,287.18,341.0,120.6,1060.45,487.36,117.05,189.73,331.72,709.86,123.78,1220.79,115.05,216.15,163.46,613.91,221.39,155.26,418.17,107.26,389.45,611.98,374.84,251.99,200.89,258.41,496.4,195.3,143.42,229.62,245.39
2020-03-30,1158.317,57.08,2626.645761482133,7774.15,22327.4762689714,-0.5289367437362671,228.26,1162.62,283.64,341.05,120.6,1047.3,487.11,117.07,189.5,331.75,709.63,123.78,1213.04,114.92,216.17,163.45,613.36,221.3,155.26,399.2,107.26,376.13,612.04,362.46,251.94,200.51,257.47,496.35,195.18,143.3,229.38,245.29
2020-03-31,1153.103,53.54,2584.590759934308,7700.1,21917.1556780177,-0.5282751321792603,228.26,1156.14,281.75,341.07,120.62,1042.73,487.78,117.06,189.93,331.76,711.09,123.78,1205.47,114.89,214.57,163.85,614.54,221.25,155.33,390.63,107.24,369.89,613.19,356.64,251.91,202.58,256.77,496.81,194.85,143.22,228.94,245.24
2020-04-01,1071.994,57.06,2470.504409790209,7360.58,20943.508999715,-0.537081778049469,228.26,1173.9,283.72,341.11,120.63,1057.48,487.64,117.05,190.67,331.76,713.71,123.75,1224.73,115.29,207.11,164.03,617.85,221.26,155.31,396.88,107.24,373.58,613.53,360.17,251.92,200.69,258.43,496.75,195.07,143.32,229.98,245.25
2020-04-02,1085.808,50.91,2526.9027701058326,7487.31,21413.44476413123,-0.5485109090805054,228.27,1179.83,287.99,341.23,120.67,1062.71,487.42,117.03,189.95,331.87,713.84,124.05,1231.27,115.4,205.4,163.98,618.06,221.29,155.34,409.5,107.24,383.75,613.51,369.78,251.92,201.26,261.1,496.79,196.7,144.06,232.02,245.24
2020-04-03,1052.053,46.8,2488.6484484638995,7373.08,21052.534761860734,-0.5641809701919556,228.26,1184.39,290.26,341.22,120.68,1068.92,487.43,116.97,189.11,331.87,714.21,124.18,1236.39,115.49,206.2,164.03,618.61,221.28,155.29,416.28,107.24,389.33,613.44,375.04,251.91,202.44,262.57,496.66,197.14,144.27,232.91,245.24
2020-04-06,1138.778,45.24,2663.6837641436505,7913.24,22679.990583577644,-0.580828070640564,228.26,1178.09,290.94,341.01,120.67,1060.95,486.16,116.99,188.66,331.63,711.27,124.16,1229.8,115.21,207.48,163.38,615.13,221.24,155.11,418.71,107.24,390.76,611.66,376.4,251.9,204.14,263.03,495.8,197.34,144.42,233.32,245.22
2020-04-07,1139.17,46.7,2659.4106320693204,7887.26,22653.85855946798,-0.5805292725563049,228.25,1171.18,289.64,341.04,120.67,1051.9,485.63,116.99,188.47,331.63,708.87,124.16,1222.4,115.02,208.92,162.92,612.48,221.22,155.08,414.2,107.25,387.62,610.6,373.41,251.88,203.56,262.06,495.59,197.23,144.47,232.94,245.19
2020-04-08,1191.664,43.35,2749.977695772855,8090.9,23433.566827391016,-0.570257842540741,228.24,1160.0,289.0,341.16,120.67,1038.22,485.72,116.93,187.92,331.74,707.59,124.09,1210.27,114.81,209.51,162.75,610.46,221.14,155.11,411.34,107.24,385.29,610.57,371.25,251.84,202.07,261.77,495.84,197.44,144.54,233.01,245.13
2020-04-09,1246.726,41.67,2789.8173331815833,8153.57,23719.372980842396,-0.5771510601043701,228.23,1162.81,291.37,341.27,120.67,1040.65,486.94,116.93,188.93,331.84,708.84,124.12,1213.35,115.04,212.01,163.08,611.46,221.1,155.3,419.54,107.22,391.11,612.03,376.74,251.82,202.45,263.24,496.7,198.11,144.76,234.05,245.08
2020-04-13,1212.04155,41.17,2761.627209871469,8192.4247,23390.76792176259,-0.5493800640106201,228.23,1154.05,292.05,341.26,120.68,1029.93,486.2,116.97,188.58,331.75,707.87,124.23,1203.66,114.83,212.92,162.86,610.22,221.06,155.22,420.88,107.22,392.4,611.21,377.95,251.81,,263.75,496.27,198.4,144.91,234.49,245.06
2020-04-14,1237.33282,37.76,2846.061093343907,8515.7405,23949.760038544147,-0.5395529270172119,228.24,1154.29,293.3,341.44,120.68,1029.14,486.74,117.0,189.08,331.91,709.11,124.25,1203.91,114.93,213.66,163.15,610.96,221.12,155.36,424.83,107.24,395.19,612.2,380.59,251.85,199.85,264.67,496.87,198.61,144.96,235.04,245.12
2020-04-15,1183.97721,40.84,2783.3620970636225,8393.1758,23504.349632853417,-0.55735844373703,228.25,1183.37,294.37,341.6,120.7,1060.27,488.64,117.02,191.13,332.02,715.14,124.33,1235.25,115.8,213.57,164.3,617.29,221.2,155.56,428.83,107.25,398.33,615.48,383.53,251.88,199.37,265.24,498.08,198.52,144.91,235.28,245.18
2020-04-16,1178.08941,40.11,2799.5523194297352,8532.3625,23537.683395890945,-0.5644283890724182,228.26,1196.34,291.3,341.59,120.7,1076.84,488.5,117.02,191.92,332.02,716.24,124.31,1249.46,116.08,213.44,164.4,618.74,221.24,155.56,420.3,107.26,392.1,615.48,377.6,251.9,202.04,262.91,498.03,197.33,144.59,233.67,245.2
2020-04-17,1229.09829,38.15,2874.56455244519,8650.1409,24242.49357896423,-0.5686549544334412,228.27,1180.78,288.51,341.51,120.68,1062.05,488.05,117.07,191.39,332.02,714.09,124.32,1232.52,115.67,213.3,164.05,616.63,221.25,155.49,409.33,107.26,384.28,614.38,370.24,251.91,202.8,261.43,497.56,196.87,144.48,232.77,245.22
2020-04-20,1213.34761,43.83,2823.1563723537547,8560.7284,23650.442051104303,-0.5936058163642883,228.27,1190.28,287.98,341.59,120.69,1072.7,488.52,117.11,192.21,332.03,716.08,124.29,1242.68,115.95,213.18,164.36,618.48,221.27,155.52,411.23,107.27,385.17,615.45,371.01,251.93,202.1,260.45,497.92,196.05,144.24,231.95,245.25
2020-04-21,1185.09421,45.41,2736.5632469037955,8263.2286,23018.883841125826,-0.5953235626220703,228.27,1204.66,290.69,341.62,120.7,1088.01,488.83,117.12,193.12,332.09,718.27,124.24,1258.17,116.31,212.35,164.67,621.26,221.3,155.55,423.52,107.27,393.54,616.25,378.83,251.94,202.51,261.75,498.16,196.1,144.1,232.49,245.25
2020-04-22,1201.52271,41.98,2799.3147507367826,8495.3787,23475.81702910113,-0.5984287261962891,228.27,1192.79,292.29,341.56,120.71,1074.75,488.16,117.14,192.28,331.99,715.78,124.26,1245.31,115.97,211.5,164.24,618.52,221.3,155.48,428.94,107.27,397.31,615.08,382.39,251.94,203.22,262.77,497.67,196.84,144.46,233.25,245.27
2020-04-23,1214.06462,41.38,2797.7966068201677,8494.753,23515.25512322989,-0.6042560338973999,228.27,1199.76,292.71,341.53,120.7,1083.34,488.16,117.13,192.73,331.94,716.44,124.24,1252.77,116.14,210.71,164.29,619.53,221.26,155.45,430.47,107.27,398.43,615.19,383.44,251.93,202.46,262.99,497.66,196.88,144.32,233.44,245.25
2020-04-24,1233.05342,35.93,2836.739710847592,8634.5197,23775.27219252055,-0.6262850761413574,228.27,1202.48,295.36,341.54,120.7,1087.59,488.17,117.16,192.96,332.0,716.68,124.28,1255.65,116.21,210.28,164.32,619.99,221.25,155.48,439.92,107.27,405.06,615.22,389.69,251.93,202.46,264.62,497.71,197.48,144.52,234.52,245.24
2020-04-27,1281.87764,33.29,2878.4799155479104,8730.1643,24133.78161514843,-0.6170565485954285,228.27,1181.15,294.57,341.49,120.7,1064.64,487.21,117.19,191.75,331.96,713.02,124.35,1232.44,115.63,210.27,163.69,615.97,221.25,155.37,435.79,107.27,402.26,613.57,387.08,251.94,202.29,264.3,497.07,197.59,144.59,234.55,245.23
2020-04-28,1298.08246,33.57,2863.3917804115,8607.7312,24101.545259947532,-0.6050984859466553,228.27,1194.53,295.77,341.63,120.7,1078.69,488.12,117.19,192.64,332.06,715.88,124.39,1246.66,116.05,209.43,164.26,619.11,221.26,155.47,439.2,107.28,404.69,615.19,389.38,251.95,200.69,265.19,497.78,197.97,144.76,235.22,245.25
2020-04-29,1360.76336,31.23,2939.5053884275153,8914.7095,24633.856648701112,-0.599075973033905,228.27,1188.8,295.07,341.66,120.74,1070.9,488.43,117.21,192.3,332.07,715.72,124.43,1240.34,115.96,208.52,164.31,618.69,221.26,155.52,434.68,107.27,401.68,615.43,386.57,251.95,201.5,265.08,497.99,198.1,144.85,235.35,245.25
2020-04-30,1310.66417,34.15,2912.430524660696,8889.5507,24345.718503596898,-0.5909878611564636,228.28,1176.57,291.51,341.69,120.73,1056.39,488.21,117.2,191.8,332.07,714.33,124.42,1227.02,115.67,208.66,164.03,617.11,221.29,155.54,419.98,107.28,390.85,614.85,376.42,251.95,200.64,263.43,497.95,197.69,144.72,234.45,245.28
2020-05-01,1260.48025,37.19,2830.7050494293317,8604.95,23723.694024199114,-0.5959450602531433,228.28,1185.08,291.79,341.59,120.73,1064.28,488.06,117.2,192.15,332.02,715.04,124.43,1236.33,115.84,209.4,164.14,617.94,221.28,155.45,422.69,107.27,392.62,614.99,378.05,251.95,201.02,263.36,497.74,197.43,144.66,234.19,245.26
2020-05-04,1263.96856,35.97,2842.7390645017426,8710.71,23749.75746031899,-0.60781329870224,228.28,1180.34,292.07,341.74,120.73,1058.54,488.23,117.24,192.0,332.18,715.11,124.46,1231.02,115.77,209.76,164.17,617.74,221.3,155.55,422.43,107.28,392.9,615.24,378.34,251.95,201.22,263.66,498.02,197.56,144.73,234.4,245.27
2020-05-05,1273.5095,33.61,2868.4353901181557,8809.12,23883.092512469095,-0.5989052057266235,228.28,1173.32,292.14,341.71,120.73,1050.33,488.16,117.24,191.67,332.13,714.49,124.48,1223.23,115.6,209.67,164.09,616.78,221.29,155.52,422.28,107.28,392.93,615.05,378.35,251.95,201.24,263.7,497.97,197.69,144.83,234.54,245.26
2020-05-06,1263.00752,34.12,2848.4206645452928,8854.39,23664.639764990658,-0.5978636145591736,228.28,1155.26,290.0,341.76,120.74,1030.36,488.01,117.24,190.66,332.18,712.09,124.48,1203.64,115.16,209.72,163.69,613.78,221.29,155.52,412.66,107.28,386.13,614.25,371.99,251.95,201.07,262.67,497.91,197.61,144.79,234.2,245.26
2020-05-07,1282.9265,31.44,2881.1914485583957,8979.66,23875.890773541232,-0.6097036004066467,228.28,1174.16,292.18,342.06,120.75,1050.57,489.77,117.23,191.87,332.49,716.25,124.53,1223.82,115.77,209.88,164.56,617.99,221.35,155.79,420.04,107.28,391.79,616.87,377.32,251.95,198.51,263.97,499.24,198.17,145.01,235.03,245.28
2020-05-08,1329.63828,27.98,2929.804663236678,9121.32,24331.315025741176,-0.6260621547698975,228.28,1159.85,291.6,341.91,120.75,1035.36,489.17,117.24,191.03,332.39,714.0,124.62,1208.39,115.37,210.04,164.18,615.34,221.32,155.72,416.64,107.27,389.49,615.85,375.18,251.95,199.84,263.8,498.81,198.28,145.13,235.09,245.27
2020-05-11,1321.23981,27.57,2930.3228334762525,9192.34,24221.985770017276,-0.6362252831459045,228.28,1150.76,290.56,341.79,120.75,1024.59,488.49,117.27,190.38,332.19,712.18,124.6,1198.6,115.08,210.2,163.85,613.37,221.3,155.6,413.24,107.28,386.71,614.87,372.56,251.94,200.31,263.18,498.31,198.04,145.05,234.73,245.27
2020-05-12,1275.53627,33.04,2870.1174187835372,9002.55,23764.778230082815,-0.6425601840019226,228.28,1162.11,290.75,341.9,120.76,1035.98,488.96,117.28,191.15,332.29,714.38,124.63,1210.79,115.41,210.43,164.24,615.7,221.31,155.7,413.45,107.28,387.09,615.93,372.93,251.94,200.87,263.35,498.78,198.07,145.07,234.81,245.26
2020-05-13,1233.25107,35.28,2819.9958467765455,8863.17,23247.96772702158,-0.6323612332344055,228.28,1169.83,291.28,341.95,120.76,1044.43,489.34,117.29,191.67,332.29,715.82,124.6,1219.15,115.63,210.72,164.47,617.42,221.32,155.75,415.68,107.28,388.61,616.54,374.36,251.95,200.79,263.67,499.01,198.06,145.04,234.93,245.27
2020-05-14,1237.55362,32.61,2852.5041855890427,8943.72,23625.338846841474,-0.6303020715713501,228.29,1180.81,291.88,342.01,120.77,1056.24,489.5,117.27,192.2,332.34,716.77,124.63,1231.23,115.91,211.02,164.63,618.6,221.32,155.8,418.25,107.28,390.57,616.94,376.18,251.95,200.71,263.89,499.19,198.13,145.08,235.06,245.28
2020-05-15,1256.99203,31.89,2863.6974992882238,9014.56,23685.421925896768,-0.6469292640686035,228.29,1177.48,292.45,342.0,120.77,1052.65,489.43,117.27,191.95,332.4,716.19,124.72,1227.74,115.84,211.44,164.58,617.82,221.32,155.8,419.94,107.28,391.83,616.82,377.38,251.96,201.99,264.26,499.18,198.37,145.21,235.41,245.28
2020-05-18,1333.68925,29.3,2953.90834588503,9234.83,24597.367838133283,-0.6237363219261169,228.29,1153.01,291.81,341.83,120.77,1025.21,488.07,117.3,190.67,332.19,712.13,124.84,1201.3,115.17,211.56,163.79,613.27,221.3,155.61,415.31,107.28,388.57,614.61,374.36,251.96,201.38,264.29,498.21,198.7,145.44,235.65,245.28
2020-05-19,1307.71924,30.53,2922.939685234907,9185.11,24206.862118268768,-0.6215236783027649,228.29,1157.35,292.05,341.93,120.77,1029.6,488.91,117.31,191.19,332.3,714.06,124.94,1205.88,115.39,211.99,164.2,615.24,221.32,155.68,415.04,107.28,388.49,615.91,374.32,251.96,200.54,264.63,498.84,198.89,145.6,235.92,245.29
2020-05-20,1346.92736,27.99,2971.6121778342845,9375.78,24575.89979732928,-0.6289688348770142,228.29,1160.15,292.86,341.92,120.77,1032.31,488.77,117.32,191.63,332.3,714.16,124.96,1208.86,115.46,212.66,164.15,615.45,221.33,155.68,417.62,107.28,390.4,615.81,376.11,251.96,202.26,265.23,498.77,198.99,145.68,236.21,245.29
2020-05-21,1347.55923,29.53,2948.5055676211173,9284.88,24474.115220482185,-0.6117803454399109,228.29,1163.52,292.27,341.93,120.77,1035.58,488.77,117.29,191.78,332.3,714.61,125.02,1212.46,115.57,213.42,164.23,616.09,221.32,155.71,415.93,107.29,389.17,615.98,374.95,251.96,201.86,264.78,498.79,198.84,145.69,235.93,245.29
2020-05-22,1355.53132,28.16,2955.4526885181754,9324.59,24465.1644878147,-0.6409774422645569,228.29,1168.46,292.31,341.89,120.77,1040.81,488.93,117.3,192.28,332.25,715.44,125.03,1217.76,115.7,213.94,164.39,617.09,221.32,155.71,416.32,107.28,389.46,616.3,375.21,251.97,201.98,264.79,498.87,198.79,145.69,235.85,245.29
2020-05-26,1393.07425,28.01,2991.7650544467583,9340.22,24995.109590920554,-0.6039124131202698,228.29,1155.24,290.95,341.91,120.77,1026.45,488.8,117.35,192.05,332.25,714.33,125.08,1203.42,115.41,214.31,164.22,615.5,221.3,155.72,409.47,107.28,384.32,615.99,370.44,251.96,,264.37,498.81,198.88,145.78,235.83,245.28
2020-05-27,1436.35777,27.62,3036.133176083934,9412.36,25548.271728570035,-0.5896739959716797,228.29,1153.56,291.33,341.86,120.78,1024.4,488.73,117.34,192.35,332.15,714.73,125.08,1201.46,115.38,214.81,164.27,616.05,221.28,155.67,409.92,107.28,384.82,616.1,370.93,251.95,201.45,264.81,498.79,198.96,145.83,236.01,245.26
2020-05-28,1400.67269,28.59,3029.733092218994,9368.99,25400.636080548895,-0.5869096517562866,228.29,1149.27,292.42,341.9,120.78,1020.67,488.73,117.35,193.19,332.2,714.22,125.13,1196.82,115.3,215.43,164.2,615.37,221.28,155.72,413.21,107.28,387.35,615.99,373.33,251.94,202.33,265.54,498.87,199.36,145.99,236.5,245.26
2020-05-29,1394.03529,27.51,3044.3051548697567,9489.87,25383.111849157765,-0.6069682240486145,228.29,1156.38,292.56,341.99,120.81,1029.21,489.51,117.38,194.06,332.31,716.22,125.14,1204.45,115.56,216.05,164.56,617.66,221.29,155.79,413.9,107.28,387.68,617.13,373.64,251.95,201.46,265.65,499.43,199.42,146.06,236.56,245.27
2020-06-01,1405.37181,28.23,3055.7328709519734,9552.05,25475.019755475223,-0.55894535779953,228.29,1149.71,292.94,341.98,120.81,1020.19,489.43,117.38,194.05,332.31,716.0,125.13,1197.08,115.42,216.36,164.57,617.28,221.3,155.77,413.46,107.28,387.53,617.14,373.56,251.95,202.42,266.26,499.38,199.54,146.11,236.9,245.27
2020-06-02,1418.20755,26.84,3080.8221677421025,9608.37,25742.65009163248,-0.5779696106910706,228.29,1145.8,292.12,341.91,120.83,1014.69,489.05,117.38,193.82,332.26,714.89,125.17,1192.88,115.3,216.86,164.36,616.04,221.3,155.72,410.06,107.28,385.74,616.56,371.86,251.96,202.06,265.63,499.08,199.46,146.16,236.56,245.27
2020-06-03,1452.08989,25.66,3122.8701990899717,9682.91,26269.885969141662,-0.5862612128257751,228.29,1131.01,290.6,341.71,120.82,997.12,487.83,117.38,193.69,332.06,710.87,125.18,1177.17,114.82,217.78,163.62,611.5,221.29,155.55,404.59,107.28,381.8,614.48,368.14,251.95,203.88,264.64,498.19,199.33,146.17,236.06,245.26
2020-06-04,1452.06263,25.81,3112.346435665248,9615.81,26281.820279364976,-0.5950417518615723,228.3,1115.07,288.83,341.72,120.83,979.2,487.07,117.37,193.3,332.06,708.03,125.25,1159.99,114.39,219.53,163.06,608.12,221.3,155.53,397.36,107.28,376.65,613.03,363.32,251.96,203.03,263.67,497.8,199.22,146.24,235.59,245.27
2020-06-05,1507.15327,24.52,3193.9277619325017,9814.08,27110.980487925986,-0.5973543524742126,228.3,1107.17,288.6,341.56,120.82,970.68,485.69,117.42,194.05,331.95,704.46,125.41,1151.74,114.08,220.14,162.36,604.17,221.28,155.38,396.15,107.27,375.74,610.92,362.46,251.96,202.61,263.47,496.82,199.62,146.57,235.8,245.26
2020-06-08,1536.89494,25.81,3232.385746291094,9924.75,27572.440483227376,-0.5852730870246887,228.29,1110.84,289.21,341.54,120.83,974.99,486.01,117.45,194.34,331.85,705.07,125.39,1155.8,114.19,220.42,162.47,604.78,221.27,155.38,397.78,107.28,376.79,611.41,363.47,251.95,202.31,264.0,497.06,199.83,146.62,236.16,245.25
2020-06-09,1507.05104,27.57,3207.1780564260666,9953.75,27272.299439910064,-0.5941305756568909,228.29,1123.39,289.85,341.68,120.83,989.62,487.08,117.45,195.21,332.01,707.59,125.45,1169.29,114.59,221.05,162.99,607.6,221.27,155.53,400.47,107.28,378.44,613.04,365.02,251.95,199.9,264.3,497.87,200.24,146.84,236.54,245.25
2020-06-10,1467.39042,27.57,3190.136033690962,10020.35,26989.99127393793,-0.5852161645889282,228.29,1139.31,293.24,341.93,120.84,1008.44,489.08,117.47,196.51,332.22,712.83,125.52,1186.27,115.17,221.69,164.07,613.22,221.28,155.77,410.58,107.28,386.07,616.18,372.24,251.95,200.07,266.74,499.23,201.09,147.15,238.08,245.26
2020-06-11,1356.22352,40.79,3002.0953521832844,9492.73,25128.170291111503,-0.5772409439086914,228.3,1160.53,293.95,341.78,120.84,1033.3,489.08,117.45,197.76,332.06,715.54,125.4,1209.27,115.61,222.19,164.43,616.91,221.28,155.63,416.45,107.28,390.17,616.83,376.02,251.95,200.1,266.73,499.04,200.46,146.77,237.5,245.26
2020-06-12,1387.68469,36.09,3041.3123238336857,9588.81,25605.542700043974,-0.5965544581413269,228.3,1149.56,292.27,341.8,120.84,1020.93,488.86,117.46,197.15,332.07,713.76,125.45,1197.42,115.33,222.29,164.13,614.69,221.29,155.68,408.99,107.27,384.98,616.12,371.16,251.96,200.26,265.8,498.92,200.41,146.81,237.26,245.26
2020-06-15,1419.60718,34.4,3066.588842221965,9726.02,25763.157900579437,-0.6089441776275635,228.3,1150.19,292.62,341.83,120.84,1021.04,488.71,117.49,197.12,332.12,713.47,125.42,1198.13,115.34,222.39,164.11,614.34,221.29,155.68,410.37,107.28,385.82,616.09,371.95,251.96,200.79,266.02,498.91,200.49,146.81,237.42,245.26
2020-06-16,1452.26033,33.67,3124.73992650267,9895.87,26289.982250149882,-0.6043259501457214,228.3,1134.05,292.13,341.79,120.84,1000.78,488.49,117.5,196.22,332.07,711.96,125.48,1180.54,115.0,222.4,163.91,612.12,221.27,155.66,406.63,107.28,383.1,615.6,369.45,251.96,200.86,266.07,498.8,200.74,146.91,237.7,245.25
2020-06-17,1426.5313,33.47,3113.4890616141715,9910.53,26119.609683513638,-0.5989205837249756,228.31,1137.79,292.06,341.83,120.85,1004.67,488.57,117.51,196.62,332.07,712.94,125.49,1184.46,115.12,222.43,164.04,613.29,221.29,155.68,406.19,107.28,382.97,615.9,369.33,251.97,200.49,266.12,498.87,200.5,146.82,237.51,245.26
2020-06-18,1427.07533,32.94,3115.3447681661924,9943.05,26080.10300139509,-0.6087331771850586,228.31,1149.55,293.88,341.84,120.84,1019.3,488.88,117.5,197.33,332.07,714.51,125.53,1197.22,115.4,222.8,164.27,615.24,221.3,155.68,413.52,107.29,388.29,616.43,374.31,251.97,199.7,267.08,499.0,200.74,146.92,238.03,245.28
