date,Russell 2000 Index (RUT) - Index Value,CBOE Volatility S&P 500 Index (^VIX) - Index Value,S&P 500 (^SPX) - Index Value,NASDAQ Composite Index (^COMP) - Index Value,Dow Jones Industrial Average (^DJI) - Index Value,News Sentiment,S&P U.S. Treasury Bill 0-3 Month Index,S&P U.S. Treasury Bond 10+ Year Index,S&P U.S. TIPS 5+ Year Index (USD),S&P U.S. Treasury Bond 1-3 Year Index,S&P Canada Treasury Bill Index,S&P U.S. Treasury Bond Current 30-Year Index,S&P U.S. Treasury Bond Current 5-Year Index,S&P Short Term Taxable Municipal Bond Index,S&P Taxable Municipal Bond Index,S&P U.S. Treasury Bond Current 2-Year Index,S&P U.S. Treasury Bond 7-10 Year Index,S&P U.S. TIPS 0-1 Year Index (USD),S&P U.S. Treasury Bond 20+ Year Index,S&P U.S. Government & Corporate AAA-AA 1+ Year Bond Index,S&P Municipal Yield Index,S&P U.S. Treasury Bond Current 7-Year Index,S&P U.S. Treasury Bond Current 10-Year Index,S&P U.S. Treasury Bill 9-12 Month Index,S&P U.S. Treasury Bond Current 3-Year Index,S&P U.S. TIPS 30 Year Index (USD),S&P U.S. Ultra Short Treasury Bill & Bond Index (USD),S&P U.S. TIPS 15+ Year Index (USD),S&P U.S. Treasury Bond 5-7 Year Index,S&P U.S. TIPS 10+ Year Index (USD),S&P U.S. Treasury Bill 3-6 Month Index,S&P U.S. Treasury Bond 7-10 Year Index (TTM JPY),S&P U.S. TIPS 7-10 Year Index (USD),S&P U.S. Treasury Bond 3-5 Year Index,S&P U.S. TIPS 3-5 Year Index (USD),S&P U.S. TIPS 1-3 Year Index (USD),S&P U.S. TIPS 5-7 Year Index (USD),S&P U.S. Treasury Bill 6-9 Month Index
2016-01-04,1108.625,20.7,2012.659371248033,4903.09,17148.93877174752,0.1814446598291397,215.95,766.83,228.54,311.84,114.67,667.81,420.36,107.87,151.17,305.8,570.52,115.01,800.87,,178.19,134.08,495.38,205.16,139.78,263.82,100.53,257.44,510.47,255.73,236.35,179.55,215.95,431.96,176.23,134.11,198.82,229.3
2016-01-05,1110.439,19.34,2016.7144265542436,4891.43,17158.663381711092,0.145577073097229,215.95,763.56,228.42,311.78,114.67,664.35,420.28,107.88,151.07,305.81,570.27,115.01,797.14,,178.39,134.11,494.95,205.18,139.77,262.49,100.53,256.47,510.6,255.26,236.37,178.44,215.97,431.98,176.26,134.11,198.87,229.33
2016-01-06,1094.366,20.59,1990.2622927555194,4835.77,16906.508354345784,0.14155347645282745,215.94,773.24,229.52,312.01,114.68,673.62,421.81,107.91,152.01,306.08,573.49,114.89,807.83,,178.71,134.77,498.14,205.19,139.98,265.64,100.54,259.21,512.73,257.29,236.36,178.01,216.77,433.12,176.42,134.04,199.31,229.32
2016-01-07,1064.566,24.99,1943.0937024861341,4689.43,16514.099797365005,0.11637140810489655,215.94,774.71,229.12,312.16,114.68,675.02,422.7,107.92,152.1,306.28,574.54,114.9,809.34,,178.79,135.07,499.25,205.2,140.14,262.66,100.54,257.04,513.89,255.99,236.36,178.48,216.63,433.88,176.6,134.08,199.5,229.33
2016-01-08,1046.202,27.01,1922.034792673984,4643.63,16346.453000246518,0.10987523943185806,215.95,777.64,229.51,312.3,114.68,677.98,423.73,107.93,152.44,306.37,576.37,114.89,812.48,,178.85,135.48,500.88,205.22,140.27,263.19,100.55,257.54,515.25,256.45,236.38,177.63,217.0,434.64,176.79,134.11,199.82,229.35
2016-01-11,1041.896,24.3,1923.6748213449537,4637.99,16398.568691671015,0.12215045094490051,215.94,770.14,227.69,312.33,114.69,669.75,423.17,107.94,151.95,306.41,574.55,114.84,804.12,,178.85,135.16,498.45,205.24,140.25,257.86,100.55,253.06,514.34,253.27,236.38,178.2,215.58,434.28,176.42,133.98,199.01,229.37
2016-01-12,1044.697,22.47,1938.6789320654627,4685.92,16516.22277559649,0.10389073193073273,215.94,780.49,228.54,312.39,114.69,680.36,423.97,107.94,152.62,306.44,576.8,114.83,815.74,,178.9,135.66,500.87,205.24,140.33,261.06,100.55,255.7,515.62,255.03,236.38,177.54,216.12,434.85,176.51,133.97,199.3,229.36
2016-01-13,1010.187,25.22,1890.278914817773,4526.07,16151.412935625007,0.1012536957859993,215.94,787.81,229.37,312.56,114.69,687.36,424.87,107.95,153.21,306.59,579.33,114.8,823.85,,178.85,136.06,503.36,205.28,140.47,263.24,100.55,257.65,517.05,256.51,236.38,178.4,216.75,435.66,176.7,133.98,199.69,229.37
2016-01-14,1025.667,23.95,1921.8357608706003,4615.0,16379.050988575113,0.09675043076276779,215.94,780.88,228.99,312.64,114.7,680.27,424.71,107.96,152.74,306.65,577.93,114.82,816.01,,178.71,135.81,501.93,205.36,140.5,260.96,100.56,255.76,516.55,255.31,236.39,178.68,216.62,435.6,176.88,134.05,199.79,229.41
2016-01-15,1007.725,27.02,1880.327796386703,4488.42,15988.080578138244,0.0888180062174797,215.95,792.4,229.05,312.99,114.75,692.19,425.99,107.98,153.56,307.01,580.92,114.78,828.92,,178.84,136.5,504.9,205.47,140.73,262.53,100.58,257.01,518.65,255.95,236.43,179.13,216.46,436.66,176.67,133.96,199.61,229.51
2016-01-19,994.869,26.05,1881.3332441622458,4476.95,16016.021710991326,0.04303717240691185,215.95,790.13,228.85,312.87,114.75,690.07,425.64,107.98,153.4,306.86,580.1,114.79,826.41,,178.87,136.42,504.09,205.5,140.64,261.86,100.59,256.38,517.9,255.51,236.43,179.22,216.31,436.29,176.68,133.96,199.6,229.51
2016-01-20,999.315,27.59,1859.3284619462422,4471.69,15766.742976713835,0.017985016107559204,215.95,798.23,229.07,313.13,114.75,698.09,426.78,108.0,153.92,307.13,582.83,114.77,835.44,,178.91,137.14,506.74,205.62,140.85,262.22,100.6,256.76,519.72,255.78,236.44,178.88,216.53,437.22,176.77,133.97,199.75,229.57
2016-01-21,997.342,26.69,1868.9863167762453,4472.05,15882.68498142037,-0.00048428139416500926,215.95,792.96,227.98,313.11,114.75,692.56,426.55,107.99,153.49,307.09,581.59,114.76,829.51,,178.74,136.64,505.3,205.58,140.81,259.34,100.59,254.25,519.09,253.95,236.42,179.4,215.6,437.02,176.56,133.92,199.31,229.52
2016-01-22,1020.66,22.34,1906.904075585679,4591.18,16093.510416440497,0.004263144452124834,215.95,790.0,228.38,312.98,114.75,689.93,425.77,107.99,153.19,306.9,580.22,114.77,826.31,,178.6,136.33,503.93,205.56,140.68,261.1,100.59,255.62,518.05,254.74,236.41,179.67,215.85,436.39,176.69,134.0,199.48,229.51
2016-01-25,997.373,24.15,1877.0775714958907,4518.49,15885.2188586644,-0.01157703623175621,215.95,794.02,228.94,313.01,114.75,693.6,426.3,108.0,153.58,306.91,581.9,114.76,830.67,,178.53,136.63,505.66,205.59,140.7,262.4,100.59,256.79,518.96,255.7,236.41,180.56,216.32,436.81,176.77,134.02,199.7,229.51
2016-01-26,1017.974,22.5,1903.630648306772,4567.67,16167.232547608002,-0.009906904771924019,215.95,794.94,229.5,313.12,114.75,694.07,426.38,108.01,153.72,307.06,582.41,114.75,831.67,,178.49,136.73,506.15,205.58,140.81,263.67,100.59,257.8,519.44,256.45,236.41,180.33,216.84,437.05,176.96,134.09,200.05,229.49
2016-01-27,1002.747,23.11,1882.946265183363,4468.17,15944.456799639684,-0.014763131737709045,215.95,794.31,230.27,313.2,114.75,693.51,427.05,108.02,153.7,307.07,582.95,114.73,830.86,,178.46,136.9,506.41,205.6,140.86,265.32,100.59,259.26,520.03,257.54,236.41,180.66,217.5,437.4,177.28,134.19,200.58,229.48
2016-01-28,1003.273,22.42,1893.3567082853751,4506.68,16069.64403212849,-0.013633699156343937,215.95,795.67,230.96,313.3,114.75,694.7,427.48,108.02,153.84,307.1,583.69,114.75,832.34,,178.55,137.07,507.13,205.57,140.95,266.76,100.59,260.46,520.63,258.45,236.4,181.45,218.14,437.74,177.57,134.26,201.05,229.48
2016-01-29,1035.381,20.2,1940.2396778184525,4613.95,16466.298545572234,-0.017009060829877853,215.96,801.59,232.26,313.57,114.75,700.5,428.52,108.05,154.46,307.41,586.69,114.75,838.75,,178.9,137.67,509.89,205.57,141.22,269.96,100.59,263.18,522.66,260.48,236.42,185.07,219.21,438.88,178.0,134.38,201.8,229.49
2016-02-01,1032.388,19.98,1939.379316267849,4620.37,16449.177753382846,-0.029949743300676346,215.96,799.47,231.58,313.44,114.76,698.23,428.03,108.04,154.28,307.27,585.33,114.7,836.46,,178.9,137.36,508.72,205.54,141.11,268.59,100.59,262.01,521.6,259.57,236.41,186.48,218.63,438.28,177.63,134.24,201.26,229.45
2016-02-02,1008.835,21.98,1903.0315127426304,4516.95,16153.53591385649,-0.015629777684807777,215.97,813.35,232.77,313.8,114.76,712.16,429.78,108.05,155.17,307.62,589.66,114.66,851.91,,179.2,138.21,512.91,205.54,141.42,272.47,100.6,265.3,524.34,262.03,236.42,185.63,219.4,439.75,177.82,134.24,201.77,229.47
2016-02-03,1010.298,21.65,1912.5336076968663,4504.24,16336.659907114188,-0.006976499687880278,215.97,807.41,232.93,313.9,114.76,706.21,430.01,108.06,154.84,307.75,589.04,114.66,845.15,,179.36,138.17,512.02,205.53,141.5,273.21,100.6,265.87,524.37,262.39,236.42,185.16,219.41,439.95,177.99,134.3,201.9,229.47
2016-02-04,1014.789,21.84,1915.4467916984734,4509.56,16416.57976505425,-0.009798316285014153,215.97,810.94,233.12,314.0,114.76,709.37,430.57,108.07,155.22,307.81,590.24,114.68,849.06,,179.45,138.32,513.13,205.56,141.59,273.95,100.61,266.48,525.08,262.83,236.43,181.97,219.51,440.37,177.99,134.32,201.98,229.49
2016-02-05,985.618,23.38,1880.0539328839086,4363.14,16204.966773593413,-0.021735718473792076,215.98,812.18,232.49,313.91,114.76,710.67,430.45,108.07,155.24,307.71,590.75,114.67,850.38,,179.51,138.53,513.61,205.54,141.54,272.45,100.61,265.21,525.3,261.93,236.44,181.14,219.01,440.25,177.51,134.15,201.47,229.5
2016-02-08,969.338,26.0,1853.4350189576792,4283.75,16027.047501161293,-0.02785826101899147,215.98,828.18,232.66,314.27,114.77,727.09,431.62,108.09,156.35,308.11,595.32,114.64,868.26,,179.67,139.37,518.26,205.57,141.81,274.04,100.62,266.5,527.96,262.7,236.46,181.34,218.98,441.59,177.33,134.06,201.38,229.53
2016-02-09,963.896,26.54,1852.2098173150039,4268.76,16014.378114941144,-0.043312471359968185,215.98,829.49,232.37,314.17,114.77,728.39,432.29,108.08,156.42,307.96,595.75,114.6,869.75,,179.68,139.42,518.68,205.57,141.78,273.78,100.62,266.25,527.86,262.45,236.46,180.14,218.68,441.57,177.03,133.9,201.07,229.54
2016-02-10,963.48,26.29,1851.8630459234428,4283.59,15914.735104398906,-0.057278282940387726,215.98,836.26,233.52,314.21,114.77,735.07,432.92,108.08,156.89,308.0,597.49,114.57,877.28,,179.63,139.8,520.79,205.57,141.82,277.42,100.63,269.35,528.85,264.63,236.46,179.3,219.5,441.95,177.29,133.93,201.62,229.56
2016-02-11,953.715,28.14,1829.0783458069538,4266.84,15660.183166127083,-0.07536404579877853,215.98,840.93,234.26,314.43,114.77,738.33,433.48,108.1,156.92,308.28,600.11,114.55,882.26,,179.79,140.28,523.11,205.63,141.91,278.88,100.64,270.59,529.95,265.72,236.49,179.82,220.2,442.36,177.35,133.92,201.99,229.6
2016-02-12,971.99,25.4,1864.775330089764,4337.51,15973.836079036673,-0.10154375433921814,215.99,828.65,233.23,314.14,114.77,725.5,432.03,108.07,155.76,307.93,595.62,114.59,868.69,,179.64,139.37,518.76,205.62,141.66,274.81,100.64,267.16,527.36,263.2,236.5,177.0,219.68,441.16,177.37,133.99,201.74,229.6
2016-02-16,995.802,24.11,1895.5773700755794,4435.95,16196.406377498719,-0.10413042455911636,215.99,820.86,231.8,314.04,114.78,717.15,431.47,108.07,155.38,307.91,593.85,114.58,859.95,,179.6,139.06,516.69,205.59,141.58,269.47,100.64,262.81,526.42,260.22,236.5,179.15,218.76,440.72,177.07,133.91,201.2,229.58
2016-02-17,1011.133,22.31,1926.8249996812383,4534.07,16453.83460885836,-0.10544303804636002,215.99,815.72,231.49,313.97,114.78,712.57,430.77,108.07,155.06,307.75,592.25,114.62,854.23,,179.6,138.65,515.32,205.56,141.52,267.92,100.64,261.54,525.43,259.35,236.49,178.04,218.68,440.24,176.99,133.95,201.11,229.56
2016-02-18,1004.707,21.64,1917.8338001634195,4487.54,16413.429539291403,-0.1119348555803299,215.99,824.5,232.17,314.23,114.75,721.55,431.77,108.08,155.8,307.98,595.07,114.62,863.94,,179.62,139.24,518.1,205.57,141.74,269.76,100.64,263.14,527.22,260.54,236.49,177.06,219.18,441.15,177.16,134.0,201.48,229.57
2016-02-19,1010.011,20.53,1917.7836117450263,4504.43,16391.99430747029,-0.10233581811189651,216.0,825.65,232.34,314.07,114.75,722.26,431.37,108.07,156.15,307.76,594.89,114.75,865.3,,179.72,139.1,518.04,205.58,141.62,270.34,100.64,263.57,526.78,260.73,236.5,176.34,219.36,440.77,177.24,134.1,201.62,229.57
2016-02-22,1021.736,19.38,1945.5000398875472,4570.61,16620.65960795176,-0.06883293390274048,216.0,825.05,233.02,314.0,114.76,722.16,430.96,108.09,156.15,307.65,594.44,114.76,864.7,,179.77,138.99,517.53,205.56,141.59,272.46,100.63,265.31,526.41,261.94,236.49,176.1,219.86,440.51,177.45,134.21,201.97,229.57
2016-02-23,1012.151,20.98,1921.2684413203895,4503.58,16431.783028518432,-0.06400476396083832,216.0,828.12,233.91,314.1,114.76,724.6,431.54,108.1,156.3,307.78,595.39,114.77,868.1,,179.75,139.27,518.22,205.56,141.68,274.86,100.63,267.31,527.22,263.45,236.49,175.69,220.56,441.0,177.74,134.31,202.47,229.57
2016-02-24,1022.077,20.72,1929.7976752718594,4542.61,16484.994450643047,-0.07018114626407623,216.0,826.97,234.52,314.11,114.76,723.93,431.55,108.1,156.3,307.81,595.39,114.78,866.78,,179.83,139.63,517.96,205.56,141.68,275.3,100.63,267.73,527.31,263.99,236.49,174.86,221.25,441.03,178.03,134.41,202.96,229.57
2016-02-25,1031.576,19.11,1951.7006648709944,4582.2,16697.29227379146,-0.07192882895469666,216.0,829.77,235.81,314.28,114.76,727.01,432.53,108.11,156.55,307.96,597.22,114.83,869.75,,179.97,139.58,519.95,205.57,141.84,277.81,100.64,269.94,528.52,265.83,236.5,175.19,222.44,441.77,178.53,134.6,203.78,229.59
2016-02-26,1037.184,19.81,1948.0538513040283,4590.47,16639.971861541388,-0.06287866830825806,216.01,822.32,235.02,313.9,114.76,719.04,431.04,108.08,155.89,307.56,594.58,114.84,861.52,,179.86,139.03,517.6,205.51,141.55,275.31,100.63,267.74,526.56,264.28,236.51,177.06,221.92,440.54,178.22,134.53,203.37,229.58
2016-02-29,1033.901,20.55,1932.2263947971092,4557.95,16516.49670827152,-0.054973866790533066,216.01,824.54,235.93,313.94,114.77,719.69,431.33,108.1,156.17,307.56,595.41,114.88,863.93,,179.99,139.18,518.6,205.48,141.62,278.2,100.63,270.23,526.96,266.14,236.5,177.21,222.51,440.84,178.5,134.63,203.76,229.56
2016-03-01,1054.494,17.7,1978.3481163758336,4689.59,16865.076037247465,-0.06301206350326538,216.01,811.98,235.3,313.59,114.77,707.13,429.36,108.07,155.22,307.26,590.93,114.87,850.03,,179.82,138.24,514.56,205.43,141.34,276.25,100.62,268.52,523.89,264.95,236.5,175.69,222.07,439.34,178.33,134.59,203.44,229.55
2016-03-02,1065.673,17.09,1986.4547864171295,4703.42,16899.31762162624,-0.057718146592378616,216.01,814.94,235.82,313.56,114.77,710.29,428.83,108.09,155.58,307.24,589.98,114.9,853.55,,179.79,138.04,513.93,205.46,141.26,279.12,100.63,270.75,523.16,266.38,236.51,176.65,222.27,438.99,178.36,134.63,203.5,229.59
2016-03-03,1076.048,16.7,1993.4021399067556,4707.42,16943.900164487408,-0.05673844739794731,216.02,817.78,236.46,313.59,114.77,712.99,428.85,108.09,155.78,307.28,590.36,114.92,856.76,,179.85,138.09,514.19,205.49,141.28,280.24,100.64,271.75,523.37,267.21,236.53,175.92,222.9,439.03,178.56,134.71,203.91,229.59
2016-03-04,1081.935,16.86,1999.987225858767,4717.02,17006.76771340684,-0.06439538300037384,216.03,812.4,235.48,313.43,114.77,707.73,428.07,108.08,155.21,307.14,588.59,114.95,850.86,,179.8,137.9,512.22,205.49,141.12,277.99,100.64,269.84,522.32,265.64,236.54,175.96,222.02,438.37,178.37,134.7,203.47,229.58
2016-03-07,1094.146,17.35,2001.75884803111,4708.25,17073.949701957998,-0.043041616678237915,216.03,811.85,234.41,313.24,114.78,707.32,427.31,108.08,155.14,306.93,587.44,114.97,850.4,,179.87,137.61,510.93,205.48,140.96,275.28,100.64,267.64,521.45,263.97,236.53,175.55,221.04,437.77,178.18,134.74,202.93,229.57
2016-03-08,1067.878,18.67,1979.2607182705242,4648.82,16964.102699270883,-0.04713167995214462,216.03,820.97,235.47,313.5,114.76,716.69,428.91,108.1,155.99,307.16,590.87,114.99,860.33,,180.13,138.07,514.56,205.49,141.17,277.47,100.65,269.56,523.67,265.5,236.54,174.17,221.96,438.99,178.57,134.81,203.63,229.58
2016-03-09,1072.765,18.34,1989.2649945042467,4674.38,17000.364537128007,-0.04462987929582596,216.03,815.77,235.07,313.35,114.76,711.91,427.95,108.12,155.64,307.03,588.46,115.04,854.68,,180.16,137.74,511.96,205.5,141.02,276.63,100.65,268.78,522.29,264.81,236.54,174.36,221.65,438.31,178.54,134.87,203.45,229.58
2016-03-10,1063.989,18.05,1989.5682879162298,4662.16,16995.125574718055,-0.054774295538663864,216.03,812.45,234.01,313.17,114.76,708.51,426.77,108.14,155.33,306.86,586.31,115.04,851.14,,180.12,137.23,509.94,205.49,140.84,274.57,100.65,266.99,520.58,263.3,236.54,174.91,220.7,437.39,178.07,134.76,202.73,229.58
2016-03-11,1087.557,16.5,2022.1895722387244,4748.46,17213.31295037962,-0.054973263293504715,216.03,804.68,233.79,313.03,114.76,700.37,426.0,108.12,154.97,306.71,584.49,115.05,842.49,,180.2,136.92,507.72,205.47,140.69,272.69,100.65,265.47,519.61,262.42,236.54,174.24,220.73,436.76,178.13,134.8,202.8,229.56
2016-03-14,1084.25,16.92,2019.640129729204,4750.28,17229.132562362614,-0.04807468503713608,216.03,807.21,233.67,313.04,114.76,703.07,426.05,108.13,155.14,306.72,585.02,115.04,845.32,,180.31,137.02,508.31,205.47,140.71,272.52,100.64,265.32,519.77,262.3,236.54,174.62,220.64,436.84,177.97,134.75,202.65,229.55
2016-03-15,1066.666,16.84,2015.9279249063925,4728.67,17251.526558546335,-0.04171638563275337,216.03,807.81,233.12,313.02,114.76,703.7,425.89,108.13,155.24,306.7,584.97,115.04,845.98,,180.2,137.35,508.17,205.45,140.68,270.93,100.64,264.03,519.7,261.37,236.53,174.79,220.24,436.73,177.76,134.68,202.3,229.53
2016-03-16,1074.511,14.99,2027.217393316141,4763.97,17325.76231347952,-0.040981877595186234,216.03,810.15,235.82,313.62,114.76,705.93,428.11,108.18,155.63,307.28,587.92,115.19,848.3,,180.32,137.72,510.65,205.55,141.17,275.58,100.66,268.17,522.33,264.82,236.56,173.87,222.69,438.68,179.2,135.22,204.41,229.6
2016-03-17,1091.253,14.44,2040.5911529636223,4774.98,17481.493039234196,-0.049926891922950745,216.04,813.18,236.62,313.62,114.76,708.4,428.29,108.18,155.88,307.3,588.57,115.22,851.61,,180.59,137.84,511.33,205.55,141.18,278.71,100.66,270.84,522.68,266.68,236.57,174.04,223.1,438.81,179.39,135.33,204.67,229.6
2016-03-18,1101.673,14.02,2049.5767766018107,4795.65,17602.29734892252,-0.05966116860508919,216.04,815.3,237.98,313.81,114.76,710.85,429.14,108.19,156.18,307.48,589.92,115.25,853.87,,180.74,138.11,512.63,205.62,141.32,282.68,100.67,274.26,523.71,269.2,236.6,171.64,224.11,439.53,179.78,135.46,205.33,229.64
2016-03-21,1098.578,13.79,2051.600231630223,4808.87,17623.869547081147,-0.021441370248794556,216.04,809.32,237.87,313.64,114.77,705.27,428.34,108.19,155.76,307.3,588.14,115.26,847.29,,180.75,137.79,510.77,205.61,141.17,282.38,100.67,273.93,522.6,268.94,236.6,172.03,224.05,438.94,179.73,135.45,205.28,229.6
2016-03-22,1097.339,14.17,2049.8035026558005,4821.66,17582.574196320344,-0.028247006237506866,216.04,809.15,237.28,313.53,114.77,704.97,427.64,108.18,155.71,307.2,587.08,115.28,847.24,,180.91,137.47,509.73,205.62,141.07,282.24,100.67,273.75,521.67,268.62,236.61,172.68,223.28,438.41,179.47,135.4,204.73,229.6
2016-03-23,1075.699,14.94,2036.7127614671897,4768.86,17502.58585521152,-0.02766229584813118,216.05,818.04,237.84,313.74,114.77,714.11,428.81,108.2,156.38,307.36,589.63,115.27,857.06,,180.88,138.05,512.53,205.63,141.25,284.67,100.68,275.89,523.47,270.11,236.61,172.81,223.51,439.34,179.43,135.36,204.85,229.61
2016-03-24,1079.537,14.74,2035.9359056954852,4773.5,17515.73462361297,-0.04123703017830849,216.06,816.41,237.03,313.67,114.77,712.25,427.47,108.19,156.17,307.3,588.82,115.27,855.31,,180.91,137.91,509.44,205.63,141.18,282.16,100.68,273.79,522.96,268.59,236.62,173.88,222.94,439.03,179.18,135.3,204.45,229.62
2016-03-28,1080.231,15.24,2037.0494688775786,4766.79,17535.389293046388,-0.01880708709359169,216.07,819.06,237.16,313.69,114.8,715.52,428.67,108.2,156.45,307.31,589.62,115.26,858.27,,180.98,137.85,512.41,205.62,141.2,282.79,100.68,274.32,523.35,269.01,236.62,175.22,222.94,439.23,179.23,135.32,204.46,229.61
2016-03-29,1109.083,13.82,2055.013633498481,4846.62,17633.114774863418,-0.003172420198097825,216.08,827.38,240.41,314.2,114.8,723.97,430.68,108.24,157.35,307.82,593.61,115.28,867.26,,181.22,138.86,516.27,205.67,141.63,290.72,100.7,281.07,526.2,274.25,236.65,175.18,225.63,440.93,180.32,135.62,206.33,229.67
2016-03-30,1110.442,13.56,2063.9455731810226,4869.29,17716.664240747632,-0.0037487614899873734,216.09,819.74,240.52,314.36,114.8,715.96,431.15,108.25,156.96,308.01,593.11,115.29,858.54,,181.32,138.84,515.32,205.71,141.78,289.11,100.71,279.72,526.47,273.53,236.68,175.43,225.99,441.42,180.82,135.77,206.85,229.71
2016-03-31,1114.028,13.95,2059.7411766011587,4869.85,17685.0934999504,-0.010362925939261913,216.08,824.65,241.07,314.51,114.8,720.57,432.08,108.26,157.48,308.13,595.09,115.28,863.86,,181.73,139.26,517.36,205.75,141.96,290.77,100.71,281.21,527.85,274.64,236.69,175.31,226.34,442.21,180.97,135.81,207.12,229.76
2016-04-01,1117.684,13.1,2072.779072250282,4914.54,17792.74904123727,-0.0033685078378766775,216.08,827.3,241.27,314.33,114.8,723.65,431.76,108.25,157.79,307.94,595.17,115.26,866.91,,181.79,139.21,517.54,205.76,141.85,292.35,100.71,282.43,527.62,275.41,236.69,175.38,226.38,441.87,180.8,135.71,206.99,229.76
2016-04-04,1108.541,14.12,2066.12940337608,4891.8,17737.003741868622,-0.005966805852949619,216.08,827.57,241.57,314.41,114.81,723.24,432.15,108.27,157.9,308.05,595.78,115.23,867.11,,181.87,139.37,517.89,205.78,141.91,292.44,100.72,282.69,528.21,275.72,236.71,174.03,226.7,442.17,180.91,135.7,207.23,229.79
2016-04-05,1095.854,15.42,2045.1667952563917,4843.93,17603.32459645388,-0.025664903223514557,216.08,836.06,241.88,314.58,114.81,732.15,433.06,108.28,158.56,308.22,598.06,115.2,876.54,,182.16,139.79,520.28,205.83,142.05,294.16,100.73,284.12,529.6,276.68,236.72,173.46,226.77,442.9,180.84,135.59,207.23,229.81
2016-04-06,1108.813,14.09,2066.6648189461184,4920.71,17716.047892228813,-0.033640675246715546,216.08,830.64,241.11,314.46,114.81,726.68,432.51,108.27,158.22,308.08,596.7,115.22,870.53,,182.0,139.37,518.75,205.85,141.94,291.37,100.73,281.77,528.75,275.05,236.73,173.2,226.27,442.43,180.71,135.58,206.94,229.81
2016-04-07,1092.785,16.16,2041.9119416723825,4848.37,17541.963677247113,-0.05080704391002655,216.09,840.27,242.22,314.74,114.81,736.17,433.81,108.29,159.01,308.36,599.77,115.22,881.16,,182.25,140.16,521.72,205.89,142.16,294.54,100.74,284.51,530.78,277.07,236.73,171.55,227.12,443.53,180.99,135.64,207.47,229.83
2016-04-08,1097.314,15.36,2047.5971324052357,4850.69,17576.958576482222,-0.053453125059604645,216.09,835.37,241.62,314.71,114.81,731.48,433.5,108.3,158.78,308.33,598.73,115.29,875.69,,182.31,139.98,520.57,205.92,142.12,292.24,100.74,282.6,530.21,275.79,236.74,171.25,226.76,443.28,180.99,135.69,207.21,229.85
2016-04-11,1094.342,16.26,2041.9860446721163,4833.4,17556.41362585496,-0.02028888836503029,216.09,834.15,240.79,314.71,114.82,730.15,433.48,108.3,158.74,308.34,598.63,115.29,874.3,,182.36,139.94,520.34,205.93,142.1,289.7,100.74,280.47,530.2,274.25,236.75,169.79,226.14,443.29,180.87,135.67,206.86,229.85
2016-04-12,1105.713,14.85,2061.718446669259,4872.09,17721.25261305439,-0.00852618645876646,216.09,828.79,239.56,314.51,114.82,724.56,432.34,108.25,158.43,308.13,596.25,115.31,868.47,,182.42,139.45,517.91,205.91,141.93,286.7,100.74,277.9,528.61,272.31,236.75,169.75,225.05,442.46,180.55,135.64,206.22,229.84
2016-04-13,1129.926,13.84,2082.420642292199,4947.42,17908.28014693126,-0.024506809189915657,216.09,831.45,239.89,314.48,114.82,727.26,432.27,108.29,158.62,308.06,596.62,115.3,871.43,,182.5,139.46,518.43,205.91,141.87,288.68,100.74,279.26,528.53,273.17,236.75,169.97,225.19,442.27,180.53,135.63,206.27,229.84
2016-04-14,1128.589,13.72,2082.7830910423804,4945.89,17926.428186652014,-0.0328056700527668,216.09,827.59,239.21,314.4,114.82,723.75,431.55,108.28,158.39,307.95,595.31,115.2,867.16,,182.48,139.16,517.3,205.91,141.77,287.05,100.74,277.96,527.5,272.16,236.75,171.23,224.63,441.75,180.19,135.46,205.8,229.83
2016-04-15,1130.923,13.62,2080.732964823424,4938.21,17897.45980626757,-0.04893501102924347,216.1,834.04,240.28,314.64,114.82,730.46,432.46,108.3,158.91,308.19,597.22,115.15,874.33,,182.6,139.52,519.09,205.94,141.94,290.56,100.75,280.87,528.79,274.16,236.76,171.37,225.39,442.49,180.38,135.46,206.32,229.82
2016-04-18,1139.278,13.35,2094.3403310811514,4960.02,18004.156583191838,-0.03581787273287773,216.1,830.91,240.27,314.6,114.83,727.52,432.13,108.31,158.72,308.12,596.44,115.12,870.85,,182.72,139.4,518.38,205.96,141.9,290.86,100.75,281.06,528.38,274.21,236.77,169.21,225.38,442.26,180.28,135.42,206.27,229.82
2016-04-19,1140.233,13.24,2100.7987332940197,4940.33,18053.60143103479,-0.041277702897787094,216.1,828.55,240.81,314.51,114.83,725.03,431.59,108.3,158.49,308.01,595.48,115.13,868.3,,182.84,139.18,517.42,205.95,141.79,291.95,100.76,282.04,527.62,275.04,236.77,170.73,225.86,441.79,180.43,135.46,206.55,229.81
2016-04-20,1142.294,13.28,2102.3966553846003,4948.13,18096.266445170746,-0.03789408877491951,216.1,819.9,239.54,314.32,114.83,715.88,430.46,108.29,157.89,307.83,593.18,115.14,858.7,,182.93,138.67,514.83,205.96,141.61,287.28,100.76,278.33,525.97,272.45,236.78,170.58,225.01,440.91,180.26,135.46,206.07,229.8
2016-04-21,1135.77,13.95,2091.4836606395997,4945.89,17982.51590186445,-0.03528591990470886,216.1,815.07,239.17,314.26,114.83,710.86,429.95,108.29,157.61,307.76,591.79,115.14,853.32,,182.79,138.44,513.79,205.93,141.53,285.3,100.76,276.63,525.32,271.38,236.78,170.74,224.9,440.55,180.25,135.47,206.02,229.8
